,NUM_AGE,TEXT_BANK,TARGET,COUNT
418,34,Waldviertler Sparkasse Bank AG,0,0.0
419,34,"mBank S.A., organizační složka",0,4.0
420,34,"mBank S.A., organizační složka",1,3.0
421,34,"Československá obchodní banka, a.s.",0,8.0
422,34,"Československá obchodní banka, a.s.",1,1.0
423,34,"Česká spořitelna, a.s.",0,19.0
424,34,"Česká spořitelna, a.s.",1,0.0
425,35,Air Bank a.s.,0,11.0
426,35,Air Bank a.s.,1,2.0
427,35,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
428,35,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
429,35,Banka CREDITAS a.s.,0,0.0
430,35,Equa bank a.s.,0,4.0
431,35,Equa bank a.s.,1,0.0
432,35,"Fio banka, a.s.",0,10.0
433,35,"Fio banka, a.s.",1,0.0
434,35,"Komerční banka, a.s.",0,10.0
435,35,"Komerční banka, a.s.",1,1.0
436,35,"MONETA Money Bank, a.s.",0,11.0
437,35,"MONETA Money Bank, a.s.",1,1.0
438,35,Raiffeisenbank a.s.,0,7.0
439,35,Raiffeisenbank a.s.,1,1.0
440,35,"Sberbank CZ, a.s.",0,0.0
441,35,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,6.0
442,35,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
443,35,Waldviertler Sparkasse Bank AG,0,0.0
444,35,"mBank S.A., organizační složka",0,1.0
445,35,"mBank S.A., organizační složka",1,1.0
446,35,"Československá obchodní banka, a.s.",0,18.0
447,35,"Československá obchodní banka, a.s.",1,1.0
448,35,"Česká spořitelna, a.s.",0,24.0
449,35,"Česká spořitelna, a.s.",1,1.0
450,36,Air Bank a.s.,0,10.0
451,36,Air Bank a.s.,1,1.0
452,36,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
453,36,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
454,36,Banka CREDITAS a.s.,0,0.0
455,36,Equa bank a.s.,0,6.0
456,36,Equa bank a.s.,1,0.0
457,36,"Fio banka, a.s.",0,4.0
458,36,"Fio banka, a.s.",1,0.0
459,36,"Komerční banka, a.s.",0,11.0
460,36,"Komerční banka, a.s.",1,1.0
461,36,"MONETA Money Bank, a.s.",0,9.0
462,36,"MONETA Money Bank, a.s.",1,1.0
463,36,Raiffeisenbank a.s.,0,6.0
464,36,Raiffeisenbank a.s.,1,0.0
465,36,"Sberbank CZ, a.s.",0,0.0
466,36,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,2.0
467,36,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
468,36,Waldviertler Sparkasse Bank AG,0,0.0
